timestamp,day_of_week,hour,location,count,capacity,percent
2026-04-27 15:18:25,Mon,15,RPAC Weight Floor,54,125,43.2
2026-04-27 15:57:26,Mon,15,RPAC 1st Floor Fitness Balcony,26,55,47.3
2026-04-27 15:57:26,Mon,15,RPAC 2nd Floor Cardio Loft,3,37,8.1
2026-04-27 15:57:26,Mon,15,RPAC Aquatic Center - Class Pool,4,32,12.5
2026-04-27 15:57:26,Mon,15,RPAC Aquatic Center - Comp Pool,0,25,0.0
2026-04-27 15:57:26,Mon,15,RPAC Aquatic Center - Hot Tub,0,15,0.0
2026-04-27 15:57:26,Mon,15,RPAC Aquatic Center - Lap Pool,5,24,20.8
2026-04-27 15:57:26,Mon,15,RPAC Aquatic Center - Leisure Pool,0,40,0.0
2026-04-27 15:57:26,Mon,15,RPAC Cardio Canyon,8,68,11.8
2026-04-27 15:57:26,Mon,15,RPAC North Gym,44,230,19.1
2026-04-27 15:57:26,Mon,15,RPAC South Gym,10,230,4.3
2026-04-27 15:57:26,Mon,15,RPAC TWD Gym Courts 1-2,1,241,0.4
2026-04-27 15:57:26,Mon,15,RPAC TWD Gym Courts 3 - 4,5,241,2.1
2026-04-27 15:57:26,Mon,15,RPAC Upper Gym Courts 1 - 2,27,241,11.2
2026-04-27 15:57:26,Mon,15,RPAC Upper Gym Courts 3 - 4 ,12,241,5.0
2026-04-27 15:57:26,Mon,15,RPAC Weight Floor,54,125,43.2
2026-04-27 16:34:10,Mon,16,RPAC 1st Floor Fitness Balcony,26,55,47.3
2026-04-27 16:34:10,Mon,16,RPAC 2nd Floor Cardio Loft,3,37,8.1
2026-04-27 16:34:10,Mon,16,RPAC Aquatic Center - Class Pool,7,32,21.9
2026-04-27 16:34:10,Mon,16,RPAC Aquatic Center - Comp Pool,0,25,0.0
2026-04-27 16:34:10,Mon,16,RPAC Aquatic Center - Hot Tub,0,15,0.0
2026-04-27 16:34:10,Mon,16,RPAC Aquatic Center - Lap Pool,9,24,37.5
2026-04-27 16:34:10,Mon,16,RPAC Aquatic Center - Leisure Pool,0,40,0.0
2026-04-27 16:34:10,Mon,16,RPAC Cardio Canyon,8,68,11.8
2026-04-27 16:34:10,Mon,16,RPAC North Gym,44,230,19.1
2026-04-27 16:34:10,Mon,16,RPAC South Gym,10,230,4.3
2026-04-27 16:34:10,Mon,16,RPAC TWD Gym Courts 1-2,1,241,0.4
2026-04-27 16:34:10,Mon,16,RPAC TWD Gym Courts 3 - 4,5,241,2.1
2026-04-27 16:34:10,Mon,16,RPAC Upper Gym Courts 1 - 2,27,241,11.2
2026-04-27 16:34:10,Mon,16,RPAC Upper Gym Courts 3 - 4 ,12,241,5.0
2026-04-27 16:34:10,Mon,16,RPAC Weight Floor,54,125,43.2
